serial_id,accFoundMonthIncome,accFundGroupConsumeFinanceCnt,accFundGroupScoreCardCreditHistoryShortPer,accFundGroupScoreCardCreditWhiteUserFlag,accFundGroupScoreCardInqyOrgLoanCard3m,accFundGroupScoreCardIsCrossProvinceBehaviorAccFound,accFundGroupScoreCardIsLargeAgeAccFound,accFundGroupScoreCardIsVillageLargeAccFound,accFundGroupScoreCardNotBankLoanAccountCntRatio,accFundGroupScoreCardPbcV2ScoreInfoScore,accFundGroupScoreCardShortTermLoanCntAfterAccFound,accFundGroupScoreCardStability,ageDelqScore,ageDelqex,amtUseRatioAccountAvg,amtUseRatioMax,amtUseRatioSum,amtuseratioaccountmax,balanceMax,balanceMaxR2,balanceMinR2,balanceSum,balanceavg1r2,balanceavgr2,balancemin1r2,balancesumr2,baseInfoCompanyNature,baseInfoEduLevel,baseInfoEduLevelScore,baseInfoMaritalStatus,baseInfoMaritalStatusScore,baseV0300000AddressIsConsistent,baseV03007MobileCnt,baseV04002SpsCerttype,baseV0500000AddressCnt,baseV0500004AddressCnt,baseV0500005AddressCnt,baseV0500007AddressCnt,baseV0500025AddressCnt,baseV0500034ResidenceTypeCnt,baseV0500041ResidenceTypeCnt,baseV05003ResdType,baseV05004ResdMtypeOwn,baseV05005ResdMtypeOth,baseV05007ResdTypeC1,baseV05011ResdTypeC5,baseV05017ResdTypeCna,baseV0600002Company,baseV0600003StartYearCnt,baseV0600005Industry
CR202407050010800000010731,,2,0,,0,,0,0,5,0,0,15,2,45,0.10951801315789474,0.95918824,0.66897004,,2690523,37233,0,2747759,,,,,99,30,,30,,0,3,10,4,0,1,1154,2,0,1,9,3,0,3,0,0,4,-999,2
CR202407050010800000011219,,1,0,,0,,0,0,20,0,0,15,0,29,0.11379194375,0.42654444,0.12101414,,38389,38389,0,44509,,,,,99,30,,30,,0,3,,5,2,1,965,4,0,1,1,2,0,1,0,0,2,3473,2
CR202407050010800000012316,,2,0,,0,,0,0,20,0,0,15,6,40,0.6077786341666667,1.38670492,0.67553729,,84589,84589,0,312030,,,,,99,30,,30,,0,2,,5,4,1,544,4,2,0,9,1,0,0,0,0,4,-999,2
CR202406020010800000000047,,0,0,,0,,0,0,,0,0,0,0,35,0.940215096,1.94330667,1.19755245,,145748,145748,0,342500,,,,,99,20,,20,,0,2,,4,2,1,979,3,0,0,9,3,0,0,0,0,4,-999,2
CR202406020010800000000108,,1,0,,0,,0,0,20,0,0,15,0,34,0.82473737,0.89208,0.85499275,,178416,,,235978,,,,,50,30,,30,,0,1,,2,1,0,202,1,0,0,9,0,0,0,0,0,0,-999,0
CR202406020010800000000188,,1,0,,0,,0,0,,0,0,15,2,45,0.1549851985714286,0.28184,0.07496922,,56368,240,0,59317,,,,,50,30,,30,,0,1,,5,0,1,2627,2,0,1,7,2,0,2,0,0,4,-999,2
CR202406020010800000000444,,1,0,,0,,0,0,20,0,0,0,0,29,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,1,,5,4,1,208,4,1,1,1,1,0,1,0,0,2,2344,1
CR202406020010800000000520,,0,0,,0,,0,0,,0,0,15,6,37,0.14391758285714285,1.0,0.8542404,,498000,193,0,498193,,,,,40,30,,30,,0,1,,2,0,1,1530,0,0,1,1,2,0,1,0,0,1,-999,0
CR202406020010800000001155,,0,0,,0,,0,0,,0,0,15,2,41,0.08748010583333334,0.41584706,0.11637174,,70694,70694,0,98071,,,,,50,99,,99,,0,2,10,5,4,1,691,4,1,0,9,1,1,0,0,0,4,-999,2
CR202406020010800000002009,,1,0,,0,,0,0,20,0,0,15,-3,46,0.0096875,0.0032069,0.00287926,,93,0,0,93,,,,,99,40,,40,,0,1,10,4,1,1,2659,1,0,0,3,1,1,0,0,0,2,-999,1
CR202408030010800000023003,,6,0,,0,15,0,0,,0,0,0,6,39,0.26551010599999997,0.815,0.06629896,,163000,14714,0,202782,,,,,99,20,,20,,0,2,10,5,4,1,725,4,0,2,2,3,0,2,0,0,4,-999,2
CR202408030010800000023313,,4,0,,0,15,0,0,,0,0,0,2,45,0.3380350543478261,0.66666667,0.42269202,,200000,0,0,1099542,,,,,50,20,,20,,0,1,10,5,4,1,505,4,2,1,1,1,1,1,1,0,4,6424,3
CR202408030010800000023823,,0,0,,0,,0,0,,0,0,15,2,45,0.0,0.0,0.0,,0,0,0,0,,,,,99,40,,40,,0,1,,4,2,1,1256,2,0,1,7,3,0,2,0,0,1,-999,1
CR202408030010800000024105,,1,0,,0,,0,0,,0,0,0,2,43,0.350413866,0.88664,0.2411308,,265992,45722,0,802940,,,,,99,20,,20,,0,2,10,4,3,1,404,3,2,1,9,2,0,1,0,0,4,-999,1
CR202408030010800000024281,,1,0,,0,,0,0,,0,0,0,-3,49,0.210452,0.75376,0.19402695,,150752,0,0,151946,,,,,50,20,,20,,0,1,,4,0,1,4328,0,0,0,7,2,0,2,0,0,4,-999,2
CR202408030010800000024531,,12,0,,0,15,0,0,20,0,0,15,0,33,0.3911571725,0.67828,0.28380104,,67828,42788,0,229559,,,,,99,30,,30,,0,3,X,4,2,0,801,3,0,0,5,0,2,0,2,0,4,-999,2
CR202408030010800000025055,,8,0,,0,15,0,0,,0,0,0,2,42,0.02763234181818182,0.01466364,0.0040906,,8065,8065,0,13562,,,,,99,20,,20,,0,1,,5,4,1,206,4,0,2,1,4,0,2,0,0,3,1310,1
CR202408030010800000025571,,1,0,,0,,0,0,,0,0,15,2,42,0.38142379499999995,0.941308,0.58158038,,941308,196894,0,3660685,,,,,10,30,,30,,0,2,10,5,4,1,543,4,2,1,1,1,0,1,0,0,3,-999,2
CR202408030010800000025652,,1,0,,0,,0,0,,0,0,30,0,34,1.2834248814285714,0.366645,0.45250667,,73329,73329,0,135752,,,,,99,30,,30,,0,2,,5,1,1,2465,3,1,0,9,1,0,0,0,0,1,-999,0
CR202403140010800000000263,,0,0,,0,,0,0,,0,0,15,6,36,0.5615755566666666,0.94328667,0.8285541,,141493,0,0,252709,,,,,99,30,,30,,0,1,,3,2,1,454,2,1,0,9,1,0,0,0,0,0,-999,0
CR202403140010800000000393,,4,0,,0,,0,0,20,0,0,15,-3,49,,,,,,,,,,,,,99,60,,60,,0,1,,3,0,0,2528,0,0,0,9,0,1,0,1,0,0,3360,0
CR202403140010800000001456,,1,0,,0,,0,0,20,0,0,15,-11,54,0.0,0.0,0.0,,0,0,0,0,,,,,99,60,,60,,0,2,,2,0,1,2448,1,1,0,2,1,0,0,0,0,1,3360,0
CR202403140010800000002461,,0,0,,0,,0,0,,0,0,30,2,41,2.6086956521739132E-6,6.0E-5,3.86E-6,,3,3,0,3,,,,,99,30,,30,,0,2,,2,0,1,2205,0,0,0,5,1,1,0,1,0,1,-999,1
CR202403140010800000003423,,1,0,,0,,0,0,20,0,0,15,-11,56,0.0,0.0,0.0,,0,,,0,,,,,99,30,,30,,0,1,,1,0,0,2570,0,0,0,7,0,0,0,0,0,0,-999,0
CR202403140010800000003468,,2,0,,0,,0,0,20,0,0,15,-11,23,0.092666665,0.0556,0.04276923,,556,,,556,,,,,,40,,40,,0,1,,1,0,0,131,0,1,0,9,0,0,0,0,0,-999,-999,-999
CR202403140010800000003789,,1,0,,0,,0,0,,0,0,0,6,36,0.18705637,0.76548667,0.52066555,,114823,0,0,155679,,,,,40,20,,20,,0,1,,5,3,1,835,4,0,1,7,2,0,1,0,0,4,-999,2
CR202403140010800000003824,,1,0,,0,,0,0,,0,0,0,2,45,0.893396164,0.86600752,0.89452578,,115179,,,314068,,,,,40,20,,20,,0,1,,4,1,1,4746,1,3,1,1,2,0,2,0,0,3,-999,2
CR202403140010800000004073,,1,0,,0,,0,0,20,0,0,15,-11,24,0.0,0.0,0.0,,0,,,0,,,,,50,30,,30,,0,1,,3,0,0,1711,1,0,0,3,0,2,0,0,0,1,1899,1
CR202403140010800000006018,,0,0,,0,,0,0,,0,0,0,2,44,0.09150909,0.12905128,0.07988889,,10066,10066,0,10066,,,,,99,20,,20,,0,1,,4,0,1,4668,0,0,0,2,3,0,2,0,0,2,5186,0
CR202403140010800000006385,,0,0,,0,,0,0,,0,0,15,-11,57,0.01333333,0.01333333,0.01333333,,160,160,0,160,,,,,99,30,,30,,0,2,,3,0,1,2428,1,0,1,9,2,0,2,0,0,2,8108,2
CR202403140010800000007733,,0,0,,0,,0,0,,0,0,15,-3,50,1.0,1.0,1.0,,30000,,,30000,,,,,,91,,91,,1,1,,2,0,1,1961,0,0,1,1,2,0,2,0,0,-999,-999,-999
CR202403140010800000007980,,1,0,,0,,0,0,20,0,0,15,-3,50,0.0048058075,0.01902222,0.00545647,,856,856,0,864,,,,,,60,,60,,0,1,,1,0,1,539,0,0,1,1,1,0,1,0,0,-999,-999,-999
CR202403140010800000008191,,2,0,,0,,0,0,20,0,0,0,0,30,0.34593589875,0.74247191,0.27489714,,66080,6024,6024,118327,,,,,99,20,,20,,0,1,10,4,3,0,406,3,1,0,9,0,0,0,0,0,0,-999,0
CR202403140010800000008556,,1,0,,0,,0,0,,0,0,15,0,27,0.4971320633333334,0.79442,0.71949112,,79442,,,121594,,,,,99,30,,30,,0,1,10,1,0,0,287,0,0,0,9,0,0,0,0,0,0,-999,0
CR202403140010800000010412,,9,0,,0,,0,0,20,0,0,0,-11,24,0.008328569999999999,0.0237,0.00613956,,237,237,237,246,,,,,99,20,,20,,0,1,,4,1,0,1520,2,0,0,3,0,1,0,0,0,2,-999,2
CR202403140010800000011209,,1,0,,0,,0,0,,0,0,0,-11,24,0.6666666666666666,1.0,0.81481481,,60000,0,0,110000,,,,,99,20,,20,,1,1,,2,0,1,1036,1,1,1,4,2,1,1,0,0,0,-999,0
CR202403140010800000011789,,0,0,,0,,0,0,,0,0,15,-11,56,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,2,,3,0,1,5381,0,0,1,1,2,0,2,0,0,0,2995,0
CR202403140010800000012909,,1,0,,0,,0,0,20,0,0,15,0,33,,,,,,,,,,,,,99,90,,90,,0,3,,3,0,1,1971,0,0,0,11,1,0,0,0,0,0,-999,0
CR202403140010800000012956,,0,0,,0,,0,0,,0,0,15,-11,54,1.0,1.0,1.0,,246400,,,246400,,,,,99,91,,91,,0,1,10,3,0,1,994,2,0,2,9,2,0,2,0,0,0,7378,0
CR202403140010800000013436,,8,0,,0,,0,0,,0,0,15,6,38,0.13431790142857142,0.55555556,0.11885382,,50000,19895,0,113095,,,,,40,40,,40,,0,2,,5,4,1,583,4,2,1,9,2,0,1,0,0,4,-999,2
CR202403140010800000013826,,1,0,,0,,0,0,,0,0,15,0,31,0.40054847250000003,0.90921,0.4690991,,90921,90921,0,197866,,,,,99,30,,30,,0,2,,5,3,1,925,4,2,1,9,1,1,1,1,0,4,-999,1
CR202403140010800000013856,,3,0,,0,,0,0,20,0,0,15,0,30,0.2779688728571429,0.94894,0.66169949,,332129,0,0,411677,,,,,50,30,,30,,0,1,,5,4,1,496,4,1,0,9,1,0,0,0,0,2,-999,2
CR202403140010800000014627,,2,0,,0,,0,0,,0,0,0,-11,59,0.43174999999999997,0.04795699,0.05249202,,44600,39195,0,113710,,,,,40,20,,20,,0,2,10,4,1,1,920,3,1,2,1,3,0,2,0,0,3,-999,1
CR202403140010800000014766,,4,0,,0,,0,0,,0,0,15,0,29,0.488968692,0.90419134,0.1649656,,39694,774,774,56425,,,,,99,30,,30,,0,3,10,4,2,1,1315,2,0,1,1,1,0,1,0,0,1,-999,0
CR202403140010800000015151,,0,0,,0,,0,0,,0,0,15,6,38,0.077810165,0.28,0.04163961,,56000,12385,0,78161,,,,,20,30,,30,,0,3,,5,4,1,408,4,2,0,2,2,1,0,0,0,4,-999,4
CR202403140010800000015190,,0,0,,0,,0,0,,0,0,15,6,40,0.0,0.0,0.0,,0,0,0,0,,,,,50,91,,91,,0,1,,2,0,1,2940,0,0,0,9,1,0,1,0,0,1,2995,1
CR202403140010800000015791,,1,0,,0,,0,0,20,0,0,15,2,43,0.009189856,0.02314928,0.01599487,,1132,0,0,1246,,,,,40,30,,30,,0,1,,3,0,1,4404,0,0,1,1,2,0,2,0,0,1,-999,1
CR202403140010800000016449,,1,0,,0,,0,0,,0,0,15,0,35,0.0,0.0,0.0,,0,0,0,0,,,,,99,60,,60,,0,1,,3,0,1,2724,0,0,1,1,1,0,1,0,0,1,-999,0
CR202403140010800000016590,,1,0,,0,,0,0,,0,0,0,6,37,0.07149905999999999,1.0,0.36595556,,280700,0,0,280730,,,,,10,20,,20,,0,3,,3,1,1,2326,1,0,0,9,1,0,1,0,0,0,-999,0
CR202403140010800000016661,,1,0,,0,15,0,0,,0,0,15,-3,49,0.5559123555555555,1.0,0.92852793,,200000,250,0,708919,,,,,40,60,,60,,0,2,,5,4,0,456,4,4,0,9,0,1,0,1,0,2,-999,2
CR202403140010800000016729,,2,0,,0,,0,0,20,0,0,15,0,34,0.0,0.0,0.0,,0,0,0,0,,,,,50,91,,91,,0,3,10,5,0,1,2298,2,0,1,1,1,0,1,0,0,1,-999,1
CR202403140010800000017175,,1,0,,0,,0,0,,0,0,15,-3,50,0.4332233333333333,1.0,1.04560397,,150000,79967,0,229967,,,,,99,90,,90,,0,1,,5,1,1,1031,4,1,1,9,1,0,1,0,0,3,-999,2
CR202403140010800000017987,,1,0,,0,,0,0,,0,0,15,2,44,0.24544127083333334,0.83239,0.28663451,,166478,38465,0,244159,,,,,50,30,,30,,0,3,,5,2,1,977,4,1,1,9,1,1,1,0,0,4,-999,4
CR202403140010800000018069,,1,0,,0,,0,0,,0,0,15,-3,50,0.1458413090909091,0.78419091,0.73651316,,86261,0,0,167925,,,,,99,60,,60,,0,3,,5,2,1,876,4,2,1,9,1,0,1,0,0,3,-999,2
CR202403140010800000018897,,1,0,,0,,0,0,20,0,0,0,-3,49,2.521E-4,2.4E-4,1.2793E-4,,12,0,0,12,,,,,20,20,,20,,0,1,,5,1,1,1175,3,0,2,5,3,1,3,1,0,3,-999,1
CR202403140010800000018901,,0,0,,0,,0,0,,0,0,15,0,32,0.006160493333333333,0.02851429,0.0044955,,998,998,0,998,,,,,99,30,,30,,0,3,,4,1,1,910,3,1,0,2,2,1,0,1,0,4,-999,1
CR202406160010800000000042,,0,0,,0,,0,0,,0,0,15,6,40,0.0,0.0,0.0,,0,0,0,0,,,,,99,60,,60,,0,1,,4,0,0,3125,0,0,0,3,0,2,0,0,0,1,7106,1
CR202406160010800000000406,,3,0,,0,,0,0,20,0,0,15,0,30,0.5723371627272728,1.04346154,0.67189799,,54260,54260,0,205457,,,,,99,40,,40,,0,2,,4,2,1,1007,3,1,1,9,1,1,1,0,0,3,-999,1
CR202406160010800000001390,,1,0,,0,,0,0,,0,0,15,-3,47,0.17986399166666667,1.0,0.30216276,,200000,3587,0,203658,,,,,99,20,,20,,0,1,,5,3,0,741,4,1,0,9,0,2,0,0,0,2,-999,1
CR202406160010800000001538,,0,0,,0,15,0,0,,0,0,15,0,34,0.297617165,1.0,0.53377132,,300000,6162,0,441162,,,,,50,30,,30,,0,2,,4,0,0,3198,0,1,0,9,0,0,0,0,0,0,-999,0
CR202406160010800000001680,,2,0,,0,,0,0,20,0,0,15,0,35,0.33351803333333335,0.83468667,0.72734932,,125203,100075,0,230497,,,,,99,30,,30,,0,1,10,5,2,0,1391,3,0,0,9,0,1,0,0,0,1,-999,1
CR202406160010800000001833,,1,0,,0,,0,0,20,0,0,15,0,30,0.00254447,0.01526682,0.00525559,,658,0,0,658,,,,,99,30,,30,,0,3,,5,1,1,2645,2,1,1,9,2,0,2,0,0,2,-999,1
CR202406160010800000002325,,4,0,,0,15,0,0,5,0,0,0,0,34,0.659683182,0.95156,0.50907586,,190312,,,242931,,,,,99,20,,20,,0,1,,5,3,0,1563,3,1,0,9,0,0,0,0,0,0,-999,0
CR202406160010800000002756,,4,0,,0,,0,0,,0,0,15,0,33,0.54751355625,0.7566,0.4650951,,37830,,,86297,,,,,99,30,,30,,0,1,,4,3,1,774,3,1,1,9,1,0,1,0,0,1,-999,1
CR202406160010800000002789,,6,0,,0,15,0,0,5,0,0,15,0,33,0.14965714666666666,0.01613487,0.00236155,,981,0,0,1131,,,,,99,60,,60,,0,3,,5,4,0,714,4,1,0,9,0,1,0,1,0,2,-999,0
CR202406160010800000003809,,0,0,,0,,0,0,,0,0,15,2,43,0.019004895625,0.03881667,0.00851907,,2329,2329,0,3010,,,,,99,30,,30,,0,2,,5,4,1,583,4,0,0,9,1,0,0,0,0,3,-999,3
CR202406160010800000003859,,0,0,,0,,0,0,,0,0,0,2,41,0.22747478,0.21153191,0.06810165,,9942,9942,0,13399,,,,,99,20,,20,,0,3,10,5,3,0,955,4,0,0,3,0,2,0,0,0,4,-999,0
CR202406160010800000004511,,1,0,,0,,0,0,20,0,0,0,-11,24,0.0387,0.0774,0.07588235,,387,387,387,387,,,,,10,20,,20,,0,1,,2,1,1,676,1,1,0,3,1,1,0,0,0,0,-999,0
CR202406160010800000004615,,3,0,,0,,0,0,,0,0,0,2,43,1.1133969038461538,1.0,0.56836405,,300000,275214,0,1529300,,,,,50,20,,20,,1,2,,4,3,1,605,3,0,2,9,3,0,2,0,0,4,-999,2
CR202406160010800000000287,,2,0,,0,15,0,0,,0,0,15,6,37,0.16920944178571426,0.903975,0.40116923,,180795,176206,0,578202,,,,,50,20,,20,,0,2,,3,2,1,381,2,1,1,9,2,0,1,0,0,4,-999,1
CR202406160010800000000585,,4,0,,0,,0,0,20,0,0,15,2,44,0.135058905,0.0676375,0.02125862,,5411,0,0,5411,,,,,50,30,,30,,0,2,,4,0,1,905,3,0,1,7,1,0,1,0,0,3,6011,1
CR202406160010800000001043,,0,0,,0,,0,0,,0,0,15,6,38,0.2520998266666667,0.69565333,0.39236348,,104348,0,0,187886,,,,,99,60,,60,,0,3,,5,1,0,1470,3,1,0,9,0,0,0,0,0,3,6376,1
CR202406160010800000001185,,0,0,,0,,0,0,,0,0,15,6,39,4.3474,4.3474,4.3474,,21737,21737,21737,21737,,,,,99,90,,90,,0,1,,0,0,0,-999,0,0,0,,0,0,0,0,1,0,4915,0
CR202406160010800000002933,,1,0,,0,15,0,0,,0,0,15,-3,49,0.4278464116666667,1.0,0.87811388,,170000,143177,0,316827,,,,,50,30,,30,,0,1,,5,3,1,811,4,2,1,1,1,0,1,0,0,1,6741,1
CR202406160010800000003069,,2,0,,0,,0,0,,0,0,15,6,38,0.2464738,0.68365543,0.35453398,,91268,0,0,367684,,,,,40,91,,91,,0,1,,5,4,1,712,4,1,0,9,1,0,0,0,0,3,-999,2
CR202406160010800000003158,,0,0,,0,,0,0,,0,0,15,-3,48,1.2906454544444443,2.53875505,0.42604636,,167667,167667,0,168293,,,,,50,90,,90,,0,2,,4,0,1,2102,0,0,0,7,1,0,1,0,0,4,-999,2
CR202406160010800000003396,,0,0,,0,,0,0,,0,0,30,2,44,0.6031006616666666,0.81670833,0.55016209,,58803,50714,0,200259,,,,,50,30,,30,,0,2,,3,1,1,3399,2,1,0,9,1,1,1,0,0,1,-999,0
CR202406160010800000004033,,1,0,,0,,0,0,,0,0,15,2,45,0.11044444428571429,0.62444444,0.24679104,,22480,0,0,23149,,,,,40,40,,40,,0,4,10,3,2,1,703,2,1,1,1,2,0,1,0,0,0,-999,0
CR202409230010800000000723,,2,0,,0,15,0,0,,0,0,15,6,36,0.3875906170588235,0.73852766,0.41739802,,173554,65312,0,500997,,,,,50,60,,60,,0,1,10,5,4,1,629,4,1,1,9,2,0,1,0,0,4,2092,3
CR202409230010800000001155,,2,0,,0,15,0,0,,0,0,15,-11,54,0.15204732199999998,0.40698,0.10663231,,61047,0,0,61047,,,,,20,60,,60,,0,1,10,4,3,1,772,3,2,1,1,1,0,1,0,0,2,-999,2
CR202409230010800000001265,,3,0,,0,,0,0,,0,0,0,6,40,0.14420039153846154,0.53931,0.16312538,,107862,0,0,360442,,,,,99,10,,10,,0,2,,5,4,1,549,4,3,0,2,1,0,0,0,0,4,-999,1
CR202409230010800000002439,,2,0,,0,15,0,0,,0,0,0,0,35,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,2,,4,3,0,534,3,0,0,7,0,1,0,0,0,2,-999,1
CR202409230010800000002492,,1,0,,0,,0,0,,0,0,0,-3,46,0.9511780499999999,1.106005,0.91277167,,221201,221201,0,523292,,,,,99,10,,10,,0,3,,4,2,1,1092,3,3,2,1,3,0,2,0,0,4,-999,1
CR202409230010800000002905,,0,0,,0,,0,0,,0,0,0,0,28,0.2992380957142857,1.0,0.30461669,,100000,0,0,143444,,,,,99,20,,20,,0,1,,5,4,0,573,4,0,0,9,0,0,0,0,0,1,-999,0
CR202409230010800000003044,,2,0,,0,,0,0,,0,0,15,0,35,0.3213975690909091,0.745,0.28084388,,149000,69026,0,495262,,,,,99,30,,30,,0,1,,3,2,1,181,2,4,2,9,2,0,2,0,0,4,-999,1
CR202409230010800000003458,,3,0,,0,15,0,0,5,0,0,15,6,37,0.38458688,1.0,0.18858968,,195800,14243,0,528281,,,,,40,99,,99,,0,1,,5,4,1,184,4,4,1,9,2,0,1,0,0,4,-999,2
CR202409230010800000004216,,5,0,,0,,0,0,,0,0,15,2,43,0.2849333333333333,0.78246667,0.16722094,,11737,11737,0,12822,,,,,40,40,,40,,0,2,,5,3,1,1116,3,0,2,1,2,1,2,0,0,4,3918,4
CR202409230010800000004321,,4,0,,0,15,0,0,,0,0,0,0,28,0.8255643266666667,1.0,0.38571577,,200000,0,0,407393,,,,,50,20,,20,,0,1,,4,3,1,367,3,0,2,9,2,0,2,0,0,4,-999,2
CR202409230010800000004452,,3,0,,0,,0,0,,0,0,15,0,35,0.33392595833333333,0.79681275,0.32711054,,200000,17356,0,524947,,,,,99,40,,40,,0,1,,5,4,0,383,4,3,0,5,0,2,0,2,0,4,5014,2
CR202409230010800000005996,,2,0,,0,,0,0,,0,0,15,2,45,0.42918,1.0,0.33574468,,235000,8754,0,393154,,,,,99,99,,99,,0,2,,4,0,1,1244,1,0,3,1,3,0,3,0,0,1,-999,0
CR202409230010800000006902,,1,0,,0,15,0,0,,0,0,0,-3,46,0.0,0.0,0.0,,0,0,0,0,,,,,20,20,,20,,0,1,,5,4,0,242,4,3,0,5,0,1,0,1,0,4,3918,2
CR202409230010800000008683,,1,0,,0,,0,0,,0,0,15,2,41,0.13605703333333333,0.03818,0.03901657,,7636,,,10266,,,,,99,91,,91,,0,1,10,5,0,1,5390,2,1,0,9,1,0,1,0,0,3,-999,2
CR202409230010800000009738,,3,0,,0,,0,0,,0,0,0,2,45,0.4234463421212121,0.93995,0.61491688,,187990,112833,0,943839,,,,,40,20,,20,,0,3,,5,4,1,368,4,3,2,1,2,0,2,0,0,4,-999,3
CR202409230010800000009972,,0,0,,0,,0,0,,0,0,0,2,42,0.007138924444444444,0.03676923,0.00363841,,4780,300,0,5280,,,,,99,20,,20,,0,2,,5,0,1,1769,1,0,0,9,4,0,3,0,0,2,5014,2
CR202409230010800000010171,,1,0,,0,,0,0,,0,0,15,2,41,0.02141375,0.06647368,0.02136746,,15156,79,0,15235,,,,,99,90,,90,,0,3,,5,2,1,771,4,2,0,7,1,0,0,0,0,4,-999,2
CR202410100010800000000194,,3,0,,0,,0,0,,0,0,0,6,38,1.585324765,0.92933889,0.33485853,,167281,40455,0,265949,,,,,50,20,,20,,0,3,,5,3,1,1106,3,0,1,11,3,0,1,0,0,4,4666,2
CR202410100010800000000409,,4,0,,0,15,0,0,5,0,0,30,2,45,0.30826735382352943,0.872325,0.44711834,,174465,96942,0,680570,,,,,40,30,,30,,0,2,,5,4,1,349,4,0,0,9,1,1,0,0,0,4,-999,2
CR202410100010800000000917,,7,0,,0,,0,0,5,0,0,0,6,36,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,2,,5,4,0,204,4,2,0,5,0,2,0,2,0,4,-999,2
CR202410100010800000002911,,1,0,,0,,0,0,,0,0,0,-3,46,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,3,10,5,3,1,908,4,1,0,5,1,1,0,1,0,3,-999,1
CR202410100010800000003422,,0,0,,0,,0,0,,0,0,0,2,44,0.21309682653846154,0.83748872,0.37512555,,111386,111386,0,468719,,,,,99,20,,20,,0,2,,5,1,1,1063,4,0,1,9,1,1,1,0,0,4,-999,2
CR202410100010800000003722,,1,0,,0,,0,0,,0,0,15,6,39,0.09684399,0.22544444,0.07310219,,8116,147,0,10015,,,,,99,60,,60,,0,1,,4,0,1,2805,0,0,0,7,1,0,1,0,0,2,-999,0
CR202410100010800000005075,,1,0,,0,,0,0,5,0,0,0,0,32,0.32973194499999997,0.80905,0.27937028,,64724,23154,0,191422,,,,,50,20,,20,,0,1,10,3,2,1,596,2,1,2,1,2,1,2,1,0,3,-999,1
CR202410100010800000005400,,2,0,,0,,0,0,,0,0,0,6,39,0.3002941842857143,0.59439667,0.03778144,,178319,1858,0,249366,,,,,99,20,,20,,0,3,10,5,4,1,710,4,1,1,9,2,0,1,0,0,4,-999,1
CR202410100010800000005745,,1,0,,0,,0,0,,0,0,15,6,40,0.23978946266666668,1.0,0.31692183,,300000,91566,0,470093,,,,,50,30,,30,,0,2,,5,1,1,5993,1,0,1,1,1,2,1,1,0,4,-999,2
CR202410100010800000006437,,11,0,,0,,0,0,,0,0,0,6,40,0.47998380999999996,1.0,0.13866456,,359100,36371,0,614445,,,,,50,10,,10,,1,2,10,4,3,1,720,3,0,0,9,2,0,0,0,0,2,5761,0
CR202410100010800000007243,,0,0,,0,,0,0,,0,0,30,-3,46,0.518547088,0.97087379,0.74858427,,100000,0,0,199872,,,,,99,60,,60,,0,2,,4,3,0,409,3,1,0,9,0,0,0,0,0,4,-999,1
CR202410100010800000008302,,2,0,,0,15,0,0,,0,0,0,2,41,0.23155746807692307,0.99333333,0.29272432,,298000,38624,0,566774,,,,,20,10,,10,,0,3,10,3,2,1,276,2,1,2,9,2,1,2,0,0,4,-999,1
CR202410100010800000009426,,1,0,,0,15,0,0,5,0,0,0,0,34,0.747135114,0.7196375,0.47707643,,287855,12091,0,309708,,,,,50,20,,20,,0,3,,4,2,1,3233,2,2,1,9,3,0,1,0,0,4,-999,3
CR202410100010800000010542,,2,0,,0,15,0,0,,0,0,0,-3,47,0.5039138785185185,0.53748232,0.21497293,,380000,200694,0,2025524,,,,,20,10,,10,,0,1,,5,4,1,378,4,4,0,5,1,1,0,1,0,1,-999,1
CR202404300010800000000011,,0,0,,0,,0,0,,0,0,15,2,41,0.0,0.0,0.0,,0,0,0,0,,,,,40,90,,90,,0,2,,5,2,1,969,4,1,1,2,2,0,1,0,0,4,5233,3
CR202404300010800000002187,,8,0,,0,,0,0,20,0,0,0,0,34,0.3199802835714286,0.927,0.31139835,,139050,16718,0,276712,,,,,99,20,,20,,0,2,,5,4,1,441,4,3,1,9,1,1,1,1,0,4,-999,2
CR202404300010800000002376,,1,0,,0,,0,0,20,0,0,15,6,38,0.14209375,0.30465625,0.10330164,,9749,9749,0,9887,,,,,50,30,,30,,0,1,,5,2,1,4022,2,0,0,11,3,0,2,0,0,1,-999,1
CR202404300010800000003075,,1,0,,0,15,0,0,,0,0,15,0,34,0.27559738899999997,0.29,0.29687092,,58000,1629,0,140984,,,,,99,60,,60,,0,1,,4,1,1,2951,1,2,0,9,1,1,0,1,0,2,-999,0
CR202404300010800000004483,,2,0,,0,,0,0,20,0,0,15,2,43,0.030345169999999998,0.04491803,0.02570893,,2740,0,0,3427,,,,,99,60,,60,,0,2,10,3,0,0,4512,0,0,0,7,0,0,0,0,0,0,5598,0
CR202404300010800000004624,,0,0,,0,,0,0,,0,0,15,2,45,0.0,0.0,0.0,,0,0,0,0,,,,,50,60,,60,,0,1,,5,0,1,3793,0,0,0,2,3,1,1,0,0,1,-999,1
